rule_id,rule_name,rule_type,threshold_value,weight,severity_level,recommendation_text
2768,Spelling and Grammar,grammar,99,0.86,Critical,Pay special attention to company and technology names
2769,Hyperlink Validation,formatting,1,0.88,Low,Ensure all URLs are clickable and functional
2770,Section Order,structure,4,0.45,Medium,Put Skills section near the top for ATS optimization
2771,Summary Section Length,formatting,79,0.42,Low,Avoid generic summaries — tailor to each application
2772,Education Section Detail,content,4,0.69,Low,List certifications separately from formal education
2773,Resume Length,formatting,1,0.7,Medium,Keep resume to 1 page for less than 10 years experience
2774,Certification Listing,content,10,0.57,Low,List certifications with issuing body and date
2775,Hyperlink Validation,formatting,0,0.68,Low,Verify links point to professional content
2776,Font Consistency,formatting,1,0.61,Medium,Use no more than 2 font families throughout
2777,Acronym Expansion,content,6,0.83,Medium,Use industry-standard acronyms without expansion
2778,Tense Consistency,grammar,83,0.74,Medium,Use present tense only for current role
2779,File Naming Convention,formatting,3,0.35,Low,Avoid generic names like 'resume.pdf' or 'document.docx'
2780,ATS-Friendly Formatting,compatibility,2,0.82,Critical,"Use standard section headers (Experience, Education, Skills)"
2781,Section Order,structure,1,0.61,Medium,Place Experience section before Education for 3+ years experience
2782,Personal Pronoun Usage,grammar,4,0.58,Medium,"Remove all first-person pronouns (I, me, my)"
2783,Personal Pronoun Usage,grammar,0,0.86,Medium,Resume should use implied first person
2784,Acronym Expansion,content,1,0.37,Low,Use industry-standard acronyms without expansion
2785,Quantified Achievements,content,34,0.64,High,"Quantify impact with percentages, dollars, or timeframes"
2786,Bullet Point Length,formatting,17,0.72,Low,Shorten overly long bullets to focus on key results
2787,File Naming Convention,formatting,2,0.13,Low,Never use special characters in filename
2788,Project Showcase,content,4,0.56,High,Describe your specific role and contribution
2789,File Naming Convention,formatting,1,0.99,Low,Avoid generic names like 'resume.pdf' or 'document.docx'
2790,Hyperlink Validation,formatting,5,0.38,Medium,Ensure all URLs are clickable and functional
2791,Project Showcase,content,5,0.9,High,Link to live projects or case studies when possible
2792,Quantified Achievements,content,79,0.88,High,Include at least 2-3 metrics per role
2793,Spelling and Grammar,grammar,96,0.08,High,Proofread thoroughly — spelling errors are automatic rejections
2794,White Space Ratio,formatting,37,0.06,Low,Avoid cramming text — use proper margins and spacing
2795,Relevance Score,content,67,0.62,High,Remove irrelevant experience for focused applications
2796,Relevance Score,content,72,0.14,High,Remove irrelevant experience for focused applications
2797,Gap Analysis,timeline,3,0.18,Critical,"Include freelance, volunteer, or education during gaps"
2798,ATS-Friendly Formatting,compatibility,5,1.0,High,Don't put critical info in headers or footers
2799,Certification Listing,content,5,0.44,Low,List certifications with issuing body and date
2800,Tense Consistency,grammar,93,0.53,Medium,Use past tense for all previous positions
2801,Tense Consistency,grammar,92,0.44,Low,Use present tense only for current role
2802,Action Verb Usage,content,87,0.13,High,Start every bullet point with a strong action verb
2803,File Naming Convention,formatting,2,0.93,Low,Never use special characters in filename
2804,Skills Section Format,formatting,10,0.46,Low,Prioritize hard skills over soft skills in this section
2805,Keyword Density,content,21,0.48,Medium,Distribute keywords naturally throughout the resume
2806,Font Consistency,formatting,1,0.21,Medium,"Use 14-16pt for name, 12-14pt for section headers"
2807,Acronym Expansion,content,10,0.33,Low,Balance between full terms (ATS) and acronyms (readability)
2808,Gap Analysis,timeline,7,0.18,High,Address employment gaps longer than 6 months
2809,Education Section Detail,content,5,0.19,Medium,List certifications separately from formal education
2810,Education Section Detail,content,5,0.07,Medium,"Include honors, Dean's List, or academic awards"
2811,Experience Date Format,formatting,3,0.08,Low,Use 'Present' for current positions
2812,Section Order,structure,6,0.78,High,Place Experience section before Education for 3+ years experience
2813,Contact Information Completeness,content,6,0.57,Critical,Ensure email is professional (not personal/funny)
2814,Experience Date Format,formatting,1,0.87,Low,Use 'Present' for current positions
2815,White Space Ratio,formatting,22,0.67,Medium,Maintain 20-30% white space for readability
2816,Resume Length,formatting,3,0.1,High,Keep resume to 1 page for less than 10 years experience
2817,File Naming Convention,formatting,2,0.73,Low,Name file: FirstName_LastName_Resume.pdf
2818,Skills Section Format,formatting,13,0.55,Medium,List 8-15 most relevant skills for the target role
2819,Keyword Density,content,22,0.66,High,Don't keyword-stuff — maintain readability
2820,Bullet Point Length,formatting,17,0.61,Low,Keep bullet points between 1-2 lines for scannability
2821,Bullet Point Count Per Role,formatting,3,0.37,Low,Reduce bullet points to highlight key achievements only
2822,Bullet Point Count Per Role,formatting,3,0.84,High,Consolidate similar bullets into stronger impact statements
2823,Bullet Point Length,formatting,25,0.59,Medium,Keep bullet points between 1-2 lines for scannability
2824,Bullet Point Count Per Role,formatting,6,0.19,High,Add more bullet points to fully describe your contributions
2825,Skills Section Format,formatting,10,0.44,Low,List 8-15 most relevant skills for the target role
2826,Experience Date Format,formatting,1,0.21,Low,Avoid listing only years — include months for precision
2827,Bullet Point Length,formatting,10,0.24,Medium,Expand brief bullets with metrics and context
2828,Summary Section Length,formatting,46,0.67,Low,Include 2-3 key achievements in your summary
2829,ATS-Friendly Formatting,compatibility,2,0.4,Critical,Don't put critical info in headers or footers
2830,Tense Consistency,grammar,100,0.71,Medium,Use past tense for all previous positions
2831,Education Section Detail,content,5,0.34,Low,"Include honors, Dean's List, or academic awards"
2832,Hyperlink Validation,formatting,4,0.69,Medium,Use shortened URLs for cleaner formatting
2833,Tense Consistency,grammar,88,0.57,Low,Avoid mixing tenses within the same section
2834,Tense Consistency,grammar,86,0.29,Medium,Be consistent within each role's bullet points
2835,White Space Ratio,formatting,27,0.74,Medium,Use consistent spacing between sections
2836,Quantified Achievements,content,54,0.9,Critical,Use numbers to differentiate your resume from generic ones
2837,Acronym Expansion,content,7,0.68,Medium,Use industry-standard acronyms without expansion
2838,Quantified Achievements,content,62,0.58,Medium,"Add team sizes, project budgets, or user counts"
2839,Action Verb Usage,content,82,0.86,High,Avoid repeating the same action verb within a role
2840,Tense Consistency,grammar,86,0.84,Medium,Avoid mixing tenses within the same section
2841,Personal Pronoun Usage,grammar,2,0.08,Medium,Start bullets with action verbs instead of pronouns
2842,Hyperlink Validation,formatting,3,0.55,Medium,Verify links point to professional content
2843,Bullet Point Count Per Role,formatting,7,0.28,High,Add more bullet points to fully describe your contributions
2844,Project Showcase,content,4,0.34,Medium,"Quantify project impact (users, revenue, efficiency)"
2845,Certification Listing,content,6,0.39,Medium,List certifications with issuing body and date
2846,Project Showcase,content,3,0.39,High,Include 2-3 key projects with measurable outcomes
2847,Certification Listing,content,0,0.43,Low,Prioritize industry-recognized certifications
2848,Skills Section Format,formatting,5,0.24,Low,Prioritize hard skills over soft skills in this section
2849,Skills Section Format,formatting,11,0.47,Low,Prioritize hard skills over soft skills in this section
2850,Certification Listing,content,7,0.31,Low,Prioritize industry-recognized certifications
2851,White Space Ratio,formatting,40,0.58,Low,Avoid cramming text — use proper margins and spacing
2852,Bullet Point Count Per Role,formatting,3,0.37,Medium,Reduce bullet points to highlight key achievements only
2853,White Space Ratio,formatting,23,0.69,Medium,Maintain 20-30% white space for readability
2854,Spelling and Grammar,grammar,100,0.99,High,Have a peer review your resume before submitting
2855,Bullet Point Count Per Role,formatting,8,0.35,Low,Use 3-6 bullet points per role for optimal readability
2856,Education Section Detail,content,3,0.91,Low,Add relevant coursework for entry-level candidates
2857,Relevance Score,content,56,0.76,Medium,Remove irrelevant experience for focused applications
2858,Relevance Score,content,94,0.12,High,Remove irrelevant experience for focused applications
2859,Certification Listing,content,1,0.28,Low,Include certification ID or verification link
2860,White Space Ratio,formatting,38,0.99,Low,Use consistent spacing between sections
2861,Skills Section Format,formatting,17,0.89,Medium,List 8-15 most relevant skills for the target role
2862,Quantified Achievements,content,39,0.85,Critical,Use numbers to differentiate your resume from generic ones
2863,Font Consistency,formatting,1,0.71,Medium,Use no more than 2 font families throughout
2864,Personal Pronoun Usage,grammar,2,0.55,High,Start bullets with action verbs instead of pronouns
2865,Acronym Expansion,content,6,0.38,Medium,Don't assume the reader knows company-specific acronyms
2866,Section Order,structure,3,0.81,High,Place Experience section before Education for 3+ years experience
2867,File Naming Convention,formatting,1,0.14,Low,Include target role in filename for organization
2868,Tense Consistency,grammar,89,0.35,Medium,Be consistent within each role's bullet points
2869,Hyperlink Validation,formatting,1,0.93,Medium,Ensure all URLs are clickable and functional
2870,ATS-Friendly Formatting,compatibility,2,0.57,Critical,"Use standard section headers (Experience, Education, Skills)"
2871,Contact Information Completeness,content,6,0.29,Critical,Add LinkedIn profile URL for professional credibility
2872,Quantified Achievements,content,54,0.85,Medium,"Quantify impact with percentages, dollars, or timeframes"
2873,Hyperlink Validation,formatting,2,0.97,Medium,Verify links point to professional content
2874,Certification Listing,content,2,0.89,Medium,Prioritize industry-recognized certifications
2875,Skills Section Format,formatting,18,0.55,Low,Use industry-standard skill names for ATS matching
2876,Personal Pronoun Usage,grammar,5,0.2,High,Avoid third-person references as well
2877,Gap Analysis,timeline,19,0.59,Medium,Be prepared to explain gaps in interviews
2878,Section Order,structure,5,0.07,High,Lead with Summary/Profile section for immediate impact
2879,Action Verb Usage,content,99,0.46,High,Start every bullet point with a strong action verb
2880,Tense Consistency,grammar,81,0.08,Medium,Be consistent within each role's bullet points
2881,Education Section Detail,content,3,0.47,Low,List certifications separately from formal education
2882,Hyperlink Validation,formatting,0,0.32,Low,"Include LinkedIn, portfolio, or GitHub links"
2883,Action Verb Usage,content,93,0.53,Medium,"Use past tense for previous roles, present for current"
2884,Section Order,structure,6,0.1,High,Lead with Summary/Profile section for immediate impact
2885,White Space Ratio,formatting,39,0.33,Low,Ensure the resume doesn't look cluttered or sparse
