indicator_id,phrase_pattern,soft_skill_type,weight,polarity,confidence_score
26586,resolved conflicts,Adaptability,0.14,negative,0.92
26587,communicated effectively,Communication,0.47,positive,0.94
26588,resolved conflicts,Teamwork,0.16,positive,0.63
26589,resolved conflicts,Adaptability,0.31,positive,0.85
26590,managed deadlines,Teamwork,0.61,negative,0.92
26591,managed deadlines,Communication,0.29,negative,0.83
26592,managed deadlines,Teamwork,0.74,positive,0.62
26593,handled pressure,Teamwork,0.16,positive,0.67
26594,managed deadlines,Teamwork,0.33,negative,0.83
26595,resolved conflicts,Problem Solving,0.88,positive,0.86
26596,collaborated with team,Problem Solving,0.16,negative,0.9
26597,managed deadlines,Problem Solving,0.63,negative,0.67
26598,managed deadlines,Adaptability,0.93,positive,0.76
26599,collaborated with team,Adaptability,0.58,negative,0.7
26600,communicated effectively,Adaptability,0.11,positive,0.94
26601,collaborated with team,Adaptability,0.91,positive,0.71
26602,managed deadlines,Communication,0.41,negative,0.73
26603,handled pressure,Teamwork,0.95,negative,0.84
26604,collaborated with team,Leadership,0.14,negative,0.87
26605,handled pressure,Communication,0.64,positive,0.97
26606,handled pressure,Leadership,0.58,positive,0.88
26607,resolved conflicts,Adaptability,0.45,negative,0.65
26608,managed deadlines,Problem Solving,0.2,positive,0.66
26609,handled pressure,Communication,0.04,positive,0.79
26610,communicated effectively,Adaptability,0.98,positive,0.92
26611,managed deadlines,Communication,0.3,positive,0.95
26612,handled pressure,Teamwork,0.44,negative,0.71
26613,resolved conflicts,Leadership,0.56,negative,0.77
26614,handled pressure,Teamwork,0.25,negative,0.67
26615,managed deadlines,Communication,0.4,negative,0.98
26616,managed deadlines,Adaptability,0.29,negative,0.67
26617,resolved conflicts,Communication,0.55,positive,0.91
26618,collaborated with team,Teamwork,0.29,positive,0.96
26619,resolved conflicts,Leadership,0.85,negative,0.9
26620,collaborated with team,Teamwork,0.74,negative,0.63
26621,communicated effectively,Problem Solving,0.31,positive,0.97
26622,handled pressure,Problem Solving,0.57,positive,0.97
26623,communicated effectively,Communication,0.69,negative,0.83
26624,communicated effectively,Adaptability,0.92,negative,0.97
26625,managed deadlines,Problem Solving,0.02,positive,0.72
26626,handled pressure,Communication,0.51,negative,0.6
26627,handled pressure,Communication,0.3,positive,0.61
26628,resolved conflicts,Problem Solving,0.51,positive,0.63
26629,managed deadlines,Problem Solving,0.27,positive,0.96
26630,collaborated with team,Leadership,0.08,negative,0.85
26631,managed deadlines,Adaptability,0.78,positive,0.97
26632,handled pressure,Problem Solving,0.88,positive,0.74
26633,managed deadlines,Communication,0.29,positive,0.61
26634,resolved conflicts,Problem Solving,0.39,positive,0.95
26635,managed deadlines,Adaptability,0.44,negative,0.69
26636,managed deadlines,Problem Solving,0.57,negative,0.61
26637,handled pressure,Adaptability,0.11,positive,0.9
26638,handled pressure,Teamwork,0.9,negative,0.7
26639,collaborated with team,Leadership,0.56,negative,0.66
26640,resolved conflicts,Communication,0.02,negative,0.93
26641,handled pressure,Teamwork,0.44,positive,0.93
26642,resolved conflicts,Adaptability,0.24,positive,0.95
26643,managed deadlines,Problem Solving,0.75,positive,0.92
26644,communicated effectively,Communication,0.91,positive,0.95
26645,managed deadlines,Teamwork,0.25,positive,0.61
26646,resolved conflicts,Teamwork,0.34,positive,0.7
26647,handled pressure,Adaptability,0.43,positive,0.61
26648,managed deadlines,Adaptability,0.4,positive,0.62
26649,communicated effectively,Communication,0.96,positive,0.61
26650,managed deadlines,Communication,0.61,negative,0.84
26651,handled pressure,Communication,0.99,positive,0.9
26652,resolved conflicts,Problem Solving,0.38,negative,0.88
26653,collaborated with team,Teamwork,0.63,positive,0.9
26654,resolved conflicts,Adaptability,0.21,negative,0.72
26655,collaborated with team,Adaptability,0.47,negative,0.89
26656,managed deadlines,Communication,0.43,positive,0.94
26657,communicated effectively,Communication,0.98,negative,0.91
26658,collaborated with team,Adaptability,0.57,negative,0.63
26659,managed deadlines,Leadership,0.8,positive,0.72
26660,resolved conflicts,Adaptability,0.42,positive,0.87
26661,managed deadlines,Problem Solving,0.11,negative,0.96
26662,communicated effectively,Adaptability,0.86,negative,0.98
26663,resolved conflicts,Adaptability,0.08,negative,0.84
26664,communicated effectively,Adaptability,0.42,positive,0.64
26665,resolved conflicts,Leadership,0.43,positive,0.74
26666,collaborated with team,Adaptability,0.93,positive,0.86
26667,communicated effectively,Leadership,0.65,positive,0.79
26668,resolved conflicts,Communication,0.48,negative,0.78
26669,communicated effectively,Adaptability,0.12,positive,0.77
26670,communicated effectively,Teamwork,0.34,positive,0.64
26671,managed deadlines,Teamwork,0.87,negative,0.97
26672,collaborated with team,Communication,0.59,negative,0.85
26673,collaborated with team,Problem Solving,0.35,positive,0.62
26674,communicated effectively,Communication,0.9,negative,0.87
26675,managed deadlines,Adaptability,0.57,positive,0.67
26676,collaborated with team,Problem Solving,0.93,negative,0.61
26677,resolved conflicts,Leadership,0.78,negative,0.96
26678,communicated effectively,Teamwork,0.47,positive,0.85
26679,collaborated with team,Leadership,0.62,positive,0.89
26680,collaborated with team,Teamwork,0.61,positive,0.87
26681,collaborated with team,Teamwork,0.42,negative,0.98
26682,resolved conflicts,Leadership,0.75,positive,0.63
26683,resolved conflicts,Communication,0.96,positive,0.76
26684,resolved conflicts,Communication,0.93,negative,0.61
26685,handled pressure,Communication,0.11,positive,0.85
26686,handled pressure,Teamwork,0.71,negative,0.63
26687,communicated effectively,Teamwork,0.66,negative,0.98
26688,communicated effectively,Communication,0.65,negative,0.83
26689,communicated effectively,Adaptability,0.67,negative,0.74
26690,handled pressure,Leadership,0.97,positive,0.79
26691,handled pressure,Teamwork,0.34,negative,0.91
26692,collaborated with team,Adaptability,0.95,positive,0.93
26693,resolved conflicts,Teamwork,0.29,negative,0.92
26694,resolved conflicts,Teamwork,0.77,negative,0.63
26695,resolved conflicts,Teamwork,0.71,negative,0.9
26696,resolved conflicts,Leadership,0.27,positive,0.98
26697,handled pressure,Adaptability,0.33,negative,0.87
26698,communicated effectively,Problem Solving,0.19,negative,0.72
26699,handled pressure,Communication,0.1,positive,0.89
26700,collaborated with team,Problem Solving,0.43,negative,0.98
26701,communicated effectively,Adaptability,0.81,positive,0.97
26702,collaborated with team,Communication,0.02,negative,0.64
26703,handled pressure,Communication,0.86,positive,0.76
26704,resolved conflicts,Problem Solving,0.28,positive,0.67
26705,collaborated with team,Communication,0.99,positive,0.72
26706,managed deadlines,Teamwork,0.97,positive,0.6
26707,collaborated with team,Leadership,0.73,positive,0.78
26708,managed deadlines,Leadership,0.34,negative,0.98
26709,handled pressure,Teamwork,0.57,negative,0.62
26710,managed deadlines,Adaptability,0.69,positive,0.8
26711,communicated effectively,Leadership,0.18,positive,0.89
26712,resolved conflicts,Teamwork,0.43,positive,0.68
26713,handled pressure,Leadership,0.05,positive,0.64
26714,communicated effectively,Problem Solving,0.08,positive,0.93
26715,managed deadlines,Problem Solving,0.98,positive,0.9
26716,communicated effectively,Teamwork,0.27,positive,0.71
26717,managed deadlines,Adaptability,0.66,positive,0.66
26718,collaborated with team,Adaptability,0.89,negative,0.78
26719,communicated effectively,Leadership,0.69,positive,0.96
26720,resolved conflicts,Communication,0.88,negative,0.63
26721,resolved conflicts,Teamwork,0.16,negative,0.62
26722,communicated effectively,Leadership,0.68,positive,0.91
26723,managed deadlines,Adaptability,0.85,positive,0.92
26724,managed deadlines,Adaptability,0.27,negative,0.86
26725,managed deadlines,Adaptability,0.61,negative,0.83
26726,collaborated with team,Problem Solving,0.85,negative,0.69
26727,handled pressure,Teamwork,0.25,negative,0.86
26728,communicated effectively,Problem Solving,0.09,negative,0.72
26729,collaborated with team,Teamwork,0.45,negative,0.92
26730,handled pressure,Teamwork,0.83,negative,0.83
26731,handled pressure,Communication,0.6,negative,0.64
26732,handled pressure,Communication,0.38,negative,0.89
26733,managed deadlines,Adaptability,0.64,positive,0.94
26734,handled pressure,Teamwork,0.98,positive,0.83
26735,collaborated with team,Leadership,0.83,positive,0.98
26736,resolved conflicts,Problem Solving,0.81,negative,0.74
26737,resolved conflicts,Leadership,0.06,negative,0.7
26738,resolved conflicts,Teamwork,0.5,positive,0.63
26739,handled pressure,Leadership,0.6,positive,0.78
26740,resolved conflicts,Communication,0.65,positive,0.81
26741,communicated effectively,Communication,0.26,negative,0.66
26742,handled pressure,Teamwork,0.99,positive,0.85
26743,communicated effectively,Teamwork,0.66,positive,0.67
26744,handled pressure,Communication,0.24,negative,0.69
26745,managed deadlines,Problem Solving,0.94,positive,0.75
26746,managed deadlines,Communication,0.88,positive,0.93
26747,collaborated with team,Adaptability,0.24,negative,0.78
26748,communicated effectively,Teamwork,0.47,negative,0.65
26749,managed deadlines,Leadership,0.73,negative,0.66
26750,handled pressure,Problem Solving,0.2,negative,0.68
26751,managed deadlines,Adaptability,0.11,negative,0.86
26752,communicated effectively,Teamwork,0.24,negative,0.75
26753,communicated effectively,Problem Solving,0.67,positive,0.83
26754,handled pressure,Teamwork,0.58,positive,0.63
26755,communicated effectively,Adaptability,0.16,negative,0.8
26756,handled pressure,Leadership,0.7,positive,0.75
26757,collaborated with team,Teamwork,0.15,positive,0.93
26758,communicated effectively,Adaptability,0.43,negative,0.7
26759,managed deadlines,Adaptability,0.41,positive,0.7
26760,managed deadlines,Communication,0.67,positive,0.67
26761,handled pressure,Problem Solving,0.76,negative,0.93
26762,collaborated with team,Problem Solving,0.41,negative,0.67
26763,handled pressure,Adaptability,0.62,negative,0.93
26764,managed deadlines,Adaptability,0.98,negative,0.88
26765,collaborated with team,Communication,0.98,negative,0.78
26766,collaborated with team,Communication,0.38,positive,0.68
26767,handled pressure,Teamwork,0.44,positive,0.86
26768,collaborated with team,Leadership,0.63,negative,0.77
26769,managed deadlines,Teamwork,0.99,negative,0.66
26770,collaborated with team,Problem Solving,0.4,positive,0.69
26771,collaborated with team,Teamwork,0.94,negative,0.88
26772,collaborated with team,Communication,0.55,positive,0.67
26773,managed deadlines,Teamwork,0.14,negative,0.99
26774,collaborated with team,Leadership,0.23,negative,0.95
26775,managed deadlines,Problem Solving,0.67,negative,0.74
26776,resolved conflicts,Problem Solving,0.64,negative,0.77
26777,resolved conflicts,Adaptability,0.31,positive,0.95
26778,communicated effectively,Problem Solving,0.07,negative,0.87
26779,resolved conflicts,Communication,0.61,positive,0.9
26780,resolved conflicts,Adaptability,0.74,positive,0.9
26781,collaborated with team,Communication,0.09,positive,0.68
26782,resolved conflicts,Communication,0.81,positive,0.83
26783,communicated effectively,Adaptability,0.21,positive,0.77
26784,collaborated with team,Adaptability,0.16,positive,0.62
26785,communicated effectively,Leadership,0.96,positive,0.95
26786,collaborated with team,Problem Solving,0.54,negative,0.65
26787,handled pressure,Adaptability,0.94,negative,0.61
26788,communicated effectively,Leadership,0.64,positive,0.99
26789,collaborated with team,Communication,0.26,positive,0.69
26790,resolved conflicts,Leadership,0.15,positive,0.92
26791,resolved conflicts,Problem Solving,0.11,negative,0.77
26792,collaborated with team,Adaptability,0.67,positive,0.68
26793,handled pressure,Adaptability,0.55,negative,0.73
26794,handled pressure,Adaptability,0.18,positive,0.89
26795,communicated effectively,Leadership,0.39,positive,0.81
26796,resolved conflicts,Adaptability,0.39,negative,0.68
26797,resolved conflicts,Problem Solving,0.79,negative,0.79
26798,collaborated with team,Problem Solving,0.87,positive,0.73
26799,handled pressure,Adaptability,0.15,negative,0.88
26800,resolved conflicts,Teamwork,0.09,positive,0.93
26801,handled pressure,Problem Solving,0.9,negative,0.96
26802,collaborated with team,Leadership,0.85,positive,0.89
26803,resolved conflicts,Communication,0.15,negative,0.92
26804,collaborated with team,Communication,0.94,positive,0.98
26805,collaborated with team,Teamwork,0.31,negative,0.93
26806,resolved conflicts,Adaptability,0.84,negative,0.75
26807,resolved conflicts,Problem Solving,0.52,positive,0.78
26808,collaborated with team,Teamwork,0.8,positive,0.99
26809,communicated effectively,Leadership,0.01,negative,0.64
26810,managed deadlines,Communication,0.64,positive,0.65
26811,handled pressure,Communication,0.86,positive,0.97
26812,managed deadlines,Communication,0.11,positive,0.99
26813,resolved conflicts,Teamwork,0.48,negative,0.79
26814,collaborated with team,Communication,0.72,negative,0.95
26815,resolved conflicts,Communication,0.91,positive,0.62
26816,handled pressure,Leadership,0.74,positive,0.97
26817,handled pressure,Problem Solving,0.55,positive,0.6
26818,managed deadlines,Adaptability,0.4,positive,0.93
26819,handled pressure,Communication,0.18,positive,0.79
26820,communicated effectively,Communication,0.6,positive,0.7
26821,communicated effectively,Teamwork,0.07,positive,0.61
26822,resolved conflicts,Teamwork,0.5,negative,0.77
26823,handled pressure,Adaptability,0.55,positive,0.96
26824,collaborated with team,Problem Solving,0.45,negative,0.91
26825,handled pressure,Leadership,0.65,positive,0.87
26826,communicated effectively,Adaptability,0.74,negative,0.77
26827,managed deadlines,Problem Solving,0.51,negative,0.77
26828,communicated effectively,Communication,0.12,negative,0.94
26829,managed deadlines,Teamwork,0.73,positive,0.61
26830,managed deadlines,Teamwork,0.43,positive,0.95
26831,handled pressure,Communication,0.28,negative,0.79
26832,resolved conflicts,Communication,0.11,positive,0.64
26833,communicated effectively,Leadership,0.19,positive,0.65
26834,resolved conflicts,Communication,0.41,positive,0.7
26835,resolved conflicts,Communication,0.8,positive,0.62
26836,collaborated with team,Problem Solving,0.1,positive,0.75
26837,resolved conflicts,Teamwork,0.82,positive,0.88
26838,managed deadlines,Leadership,0.87,negative,0.78
26839,managed deadlines,Leadership,0.69,negative,0.7
